,0
460,Margit
461,Mari 1
462,Maria
463,Mariann
464,Marianne
465,Marie
466,Marika
467,Marina
468,Marit
469,Marita 2
470,Markus
471,Märta
472,Marta
473,Mårten
474,Märtha
475,Martha
476,Martin
477,Martina
478,Matheo
479,Mathias
480,Mathilda
481,Matilda
482,Mats
483,Matteus
484,Mattias
485,Mattis
486,Matts
487,Maud
488,Max
489,Maximilian
490,Meja
491,Melker
492,Melvin
493,Merit 2
494,Meta
495,Mia
496,Micael
497,Michael
498,Michaela
499,Mikael
500,Mikaela
501,Milian
502,Milla
503,Mille
504,Milly
505,Mimmi
506,Minna
507,Miriam
508,Moa
509,Mona 2
510,Monica
511,Monika
512,My
513,Nanna 1
514,Natalia
515,Natalie
516,Nathalie
517,Nea
518,Nellie
519,Nelly
520,Nicklas
521,Niclas
522,Niklas
523,Nils
524,Nina 1
525,Njord
526,Noak
527,Nora 1
528,Nova
529,Ola 1
530,Olga
531,Oliver
532,Olivia
533,Olle
534,Olof
535,Olov
536,Örjan
537,Orvar
538,Oscar
539,Oskar
540,Östen
541,Osvald
542,Ottilia
543,Otto
544,Ove
545,Owe
546,Pål
547,Pär
548,Patric
549,Patrick
550,Patrik
551,Paul
552,Paula
553,Paulina
554,Pauline
555,Peder
556,Pehr
557,Pelle
558,Per
559,Pernilla
560,Peter
561,Petra
562,Petronella
563,Petter
564,Philip
565,Pia
566,Pierre
567,Pontus 1
568,Ragna
569,Ragnar
570,Ragnhild
571,Ragnvald
572,Rakel
573,Ralf
574,Ralph
575,Rasmus
576,Rebecca
577,Rebecka
578,Regina
579,Richard
580,Rickard
581,Rigmor
582,Rika
583,Rikard
584,Rita
585,Robert
586,Robin
587,Roffe
588,Roger
589,Roland
590,Rolf
591,Ronja
592,Rosa 1
593,Ruben
594,Runa
595,Rune
596,Rut
597,Ruth 1
598,Sabina
599,Saga
600,Samuel
601,Sandra
602,Sanna
603,Sara
604,Sarah
605,Sassa
606,Sebastian
607,Selma 1
608,Severin
609,Sigfrid 1
610,Sigge
611,Signe
612,Sigrid
613,Sigurd
614,Sigvard
615,Simon 1
616,Siri
617,Siv
618,Sivert
619,Siw
620,Sixten
621,Smilla
622,Sofia
623,Sofie
624,Solveig
625,Solvig
626,Sonja
627,Sören
628,Staffan
629,Stefan
630,Stellan
631,Sten
632,Stig
633,Stina
634,Sture
635,Sune
636,Susann
637,Susanna
638,Susanne
639,Svante
640,Svea
641,Sven
642,Sylvi
643,Sylvia
644,Synnöve
645,Tage
646,Tanja
647,Tatiana
648,Tekla
649,Teodor
650,Teodora
651,Teresa
652,Terese
653,Teresia
654,Tessan
655,Thea
656,Theodor
657,Therese
658,Thomas
659,Thor
660,Thorbjörn
661,Thorborg
662,Thore
663,Thorsten
664,Thorvald
665,Thyra
666,Tilda
667,Tilde
668,Tim
669,Tina
670,Tindra
671,Tobias
672,Tom 1
673,Tomas
674,Tor
675,Tora
676,Torbjörn
677,Torborg
678,Tord
679,Tore 1
680,Torgny
681,Torkel
682,Torsten
683,Torvald
684,Tova 2
685,Tove
686,Truls
687,Tryggve
688,Ture
689,Tuva
690,Tyra
691,Ulf
692,Ulla
693,Ulrica
694,Ulrik
695,Ulrika
696,Uno
697,Urban
698,Ursula
699,Valborg
700,Valdemar
701,Valentin
702,Valter
703,Vanja
704,Varg
705,Vendela
706,Vera 1
707,Verner
708,Veronika
709,Victor
710,Victoria
711,Vidar
712,Vide
713,Viggo
714,Viking
715,Viktor
716,Viktoria
717,Vilde 2
718,Vilgot
719,Vilhelm
720,Vilhelmina
721,Ville
722,Vilma
723,Vincent
724,Viola
725,Viveca
726,Viveka
727,Vivi
728,Vivian
729,Walter
730,Wilma
731,Ylva
732,Yngve
733,Yvonne
