,0
415,Richardis
416,Ricmod
417,Ricohard
418,Robert
419,Robertus
420,Rocco
421,Rochus
422,Romilda
423,Romuald
424,Roslindis
425,Rosmunda
426,Rothaid
427,Roza 2
428,Rumhilt
429,Sahsa
430,Saxa
431,Sigdag
432,Sigibert
433,Sigifrid
434,Sigihard
435,Sigiheri
436,Sigihild
437,Sigilina
438,Sigilind
439,Sigimar
440,Sigimund
441,Sigismund
442,Sigiwald
443,Sigiward
444,Siward
445,Suarius
446,Swanahilda
447,Thancmar
448,Thancrat
449,Theobald
450,Theodard
451,Theodelinda
452,Theoderich
453,Theodoar
454,Theodoard
455,Theothelm
456,Theotleib
457,Theotman
458,Theudebald
459,Theudelinda
460,Theudemar
461,Theudemer
462,Theudhar
463,Theudofrid
464,Thiemo
465,Thietmar
466,Ulrich
467,Veremund
468,Walahelin
469,Walahfrid
470,Walaric
471,Waldebert
472,Waldeburg
473,Waldemar
474,Waldetrudis
475,Waldhar
476,Waldo 2
477,Waldomar
478,Walhberht
479,Walherich
480,Walter
481,Walther
482,Waltheri
483,Wandal
484,Wandalin
485,Waramunt
486,Warin
487,Warinheri
488,Wazo
489,Wendelin
490,Werdheri
491,Wernher
492,Widald
493,Wido
494,Widogast
495,Widukind
496,Wigand
497,Wigberht
498,Wigbrand
499,Wigburg
500,Wighard
501,Wigmar
502,Wilhelm
503,Willehad
504,Willehelm
505,Willibald
506,Willibert
507,Willidrud
508,Willifrid
509,Willihard
510,Willimar
511,Williric
512,Wina
513,Winifrid
514,Wolf
515,Wolfgang
516,Wulfgang
517,Wulfhard
518,Wulfhram
519,Wulfram
